Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
dy-elixir-cowboy-1-19-5,dynamic,8,100,100,0,0.11071062088012695,903.2557057761966,0.0003939505858295811,0.003558381144444444,9,0.5366666666666667,1.11,0.805,74.2,74.31,111.30000000000001,System default
dy-elixir-cowboy-1-19-5,dynamic,8,1000,1000,0,0.7894763946533203,1266.662317926714,0.09110196921401129,0.11539543149230769,13,0.7833333333333333,1.6,1.175,75.32333333333334,76.09,112.985,System default
dy-elixir-cowboy-1-19-5,dynamic,8,5000,5000,0,3.881730556488037,1288.0852823859334,2.926096426477312,0.7538123483574999,20,52.242,148.35,130.605,72.762,73.28,181.905,System default
dy-elixir-cowboy-1-19-5,dynamic,8,8000,8000,0,6.264876842498779,1276.9604576630684,6.449314422072974,1.0294399370029166,24,71.50333333333333,149.08,214.51,71.10666666666667,71.91,213.32,System default
dy-elixir-cowboy-1-19-5,dynamic,8,10000,10000,0,9.00247597694397,1110.8055190161867,9.84191690209467,1.0932455612545453,33,73.37285714285714,139.85,256.805,72.20571428571428,72.94,252.72,System default
dy-elixir-cowboy-1-19-5,dynamic,8,15000,15000,0,11.551823616027832,1298.4962806381427,17.87424030400805,1.5473089702657894,38,76.55666666666667,133.19,344.505,76.52333333333334,77.59,344.355,System default
dy-elixir-cowboy-1-19-5,dynamic,8,20000,20000,0,17.404972791671753,1149.0968839416953,22.34332834531757,1.2837324489245288,53,98.88545454545455,147.89,543.87,72.02727272727272,74.02,396.15,System default
dy-elixir-cowboy-1-19-5,dynamic,8,30000,28231,1769,31.036696672439575,966.597712270064,46.99986909677495,1.5143321981978382,74,88.16444444444444,158.39,793.48,75.97055555555556,78.92,683.735,System default
dy-elixir-cowboy-1-19-5,dynamic,8,40000,28232,11768,57.77031350135803,692.3971426788207,87.79149273798267,1.519664468082191,73,49.511874999999996,149.92,792.1899999999999,74.56625,75.97,1193.06,System default
dy-elixir-cowboy-1-19-5,dynamic,8,50000,36729,13271,69.36993169784546,720.7733779785881,107.8533760822764,1.5547568441043482,92,54.355135135135136,141.27,1005.57,72.21513513513514,75.59,1335.98,System default
dy-elixir-cowboy-1-19-5,dynamic,8,60000,46933,13067,79.49338364601135,754.7797973625513,115.29048463256802,1.450315477146667,117,62.394047619047626,153.4,1310.275,70.15738095238096,73.84,1473.305,System default
dy-elixir-cowboy-1-19-5,dynamic,8,70000,56463,13537,92.80430889129639,754.2753223020329,145.05090958115645,1.5629760224932832,134,68.57428571428571,139.81,1680.07,69.1238775510204,72.61,1693.5349999999999,System default
dy-elixir-cowboy-1-19-5,dynamic,8,80000,56464,23536,120.79007244110107,662.3060851214334,166.79257826119036,1.380846744193491,169,55.62190476190476,150.46,1752.09,71.23984126984126,74.95,2244.055,System default
