Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
dy-elixir-index-1-19-5,dynamic,8,100,100,0,0.09934306144714355,1006.6128277434451,0.0010941121845912932,0.011013473599999999,4,0.4766666666666666,1.28,0.715,66.37333333333333,66.44,99.56,System default
dy-elixir-index-1-19-5,dynamic,8,1000,1000,0,1.1479613780975342,871.1094459094572,0.3853315608919352,0.33566596249999997,4,0.89,2.04,1.335,65.56,65.58,98.34,System default
dy-elixir-index-1-19-5,dynamic,8,5000,5000,0,3.1139566898345947,1605.674226723297,3.823306478747125,1.2277969347576922,13,35.6475,124.54,71.295,66.2225,66.48,132.445,System default
dy-elixir-index-1-19-5,dynamic,8,8000,8000,0,5.02691125869751,1591.4344988999921,6.877440940236774,1.368124597055,20,51.25600000000001,126.98,128.14000000000001,69.08399999999999,69.35,172.70999999999998,System default
dy-elixir-index-1-19-5,dynamic,8,10000,10000,0,6.3533453941345215,1573.9739270640173,12.453770523252663,1.9601910097238096,21,78.69833333333334,163.04,236.095,69.48666666666666,70.06,208.45999999999998,System default
dy-elixir-index-1-19-5,dynamic,8,15000,15000,0,9.67387866973877,1550.5673072913428,24.4414614515532,2.5265420712799997,25,77.9125,169.15,311.65,66.74875,67.42,266.995,System default
dy-elixir-index-1-19-5,dynamic,8,20000,20000,0,13.166774988174438,1518.9748452421136,26.182342490703196,1.988515981644595,37,85.85777777777778,155.24,386.36,67.20777777777778,68.21,302.435,System default
dy-elixir-index-1-19-5,dynamic,8,30000,30000,0,21.241770267486572,1412.3116681060756,54.384639500421244,2.560268697739583,48,104.07461538461538,158.24,676.485,68.86999999999999,70.09,447.655,System default
dy-elixir-index-1-19-5,dynamic,8,40000,40000,0,27.781808853149414,1439.791059373929,55.268944702898345,1.989393311106628,86,116.18058823529411,171.4,987.535,66.3229411764706,68.18,563.745,System default
dy-elixir-index-1-19-5,dynamic,8,50000,50000,0,35.87227773666382,1393.8339897746923,76.28512443069818,2.126575986913978,93,122.18523809523809,169.93,1282.945,68.11571428571429,69.85,715.215,System default
dy-elixir-index-1-19-5,dynamic,8,60000,60000,0,43.93985319137573,1365.5029692219468,93.13877533282374,2.119687904444444,108,125.0392,169.87,1562.99,71.6148,73.54,895.185,System default
dy-elixir-index-1-19-5,dynamic,8,70000,70000,0,51.45219850540161,1360.48608287654,129.00097761866397,2.5072004961094336,106,131.705,170.28,1843.8700000000001,65.00107142857142,66.08,910.015,System default
dy-elixir-index-1-19-5,dynamic,8,80000,80000,0,59.1646363735199,1352.1590751431595,108.60524990252647,1.8356446782986489,148,118.6665625,171.98,1898.665,65.6546875,67.53,1050.475,System default
