Container Name,Test Type,Num CPUs,Total Messages,Successful Messages,Failed Messages,Execution Time (s),Messages/s,Throughput (MB/s),Avg Latency (ms),Min Latency (ms),Max Latency (ms),Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB),Pattern,Num Clients,Message Size (KB),Rate (msg/s),Bursts,Interval (s),Duration (s)
ws-erlang-yaws-27,burst_5_8_3_0.5,8,15,15,0,1.528503656387329,9.813519213590247,0.0766681188561738,3.632404732828339,0.9792199998628348,6.277374995988794,0.0028856496707402686,0.0018878918991666665,12,1.7,2.91,5.1,53.63333333333333,53.75,160.9,burst,5,8,,3,0.5,
ws-erlang-yaws-27,burst_5_1024_3_0.5,8,15,15,0,1.8786811828613281,7.9843243956668735,7.9843243956668735,111.92855960058903,68.09490400337381,185.01924500014866,0.1168940265591917,0.062221321864285715,14,22.54,88.06,90.16,172.0025,247.7,688.01,burst,5,1024,,3,0.5,
ws-erlang-yaws-27,burst_5_65536_3_0.5,8,15,15,0,18.10502862930298,0.8284991041506837,53.02394266564376,5366.711146067731,4879.529301004368,5620.652302000963,54.585861744044145,3.0149558369489102,92,300.99333333333334,505.96,3611.92,8215.411333333333,16691.2,98584.936,burst,5,65536,,3,0.5,
ws-erlang-yaws-27,burst_50_8_3_0.5,8,150,150,0,1.676732063293457,89.45973139284294,0.6989041515065855,4.096175326752321,0.9242359956260771,20.50026199867716,0.012791868265005233,0.007629047326666667,15,6.12,23.56,24.48,57.36,66.62,229.44,burst,50,8,,3,0.5,
ws-erlang-yaws-27,burst_50_1024_3_0.5,8,150,150,0,3.0963728427886963,48.44377845172709,48.44377845172709,370.7286472070943,70.58884899743134,874.1060660031508,4.49653673255196,1.452194861812,25,174.85500000000002,686.95,699.4200000000001,240.315,463.2,961.26,burst,50,1024,,3,0.5,
ws-erlang-yaws-27,burst_50_65536_3_0.5,8,150,93,57,115.17011547088623,1.3024212000370738,83.35495680237273,32805.801955043346,5055.503850002424,57849.57298399968,473.5308251174127,4.111577236693109,508,604.6417241379311,794.26,35069.22,19313.665137931035,30720.0,1120192.578,burst,50,65536,,3,0.5,
ws-erlang-yaws-27,burst_100_8_3_0.5,8,300,300,0,1.7435481548309326,172.0629276391223,1.344241622180643,11.30479147012617,0.8029200034798123,81.66346699727,0.009734968810440869,0.005583424113333333,15,8.084999999999999,29.77,32.339999999999996,67.5275,87.19,270.11,burst,100,8,,3,0.5,
ws-erlang-yaws-27,burst_100_1024_3_0.5,8,300,300,0,5.3515613079071045,56.05840664793288,56.05840664793288,867.9426208698229,72.0910800009733,2226.5636489973986,16.196243557812803,3.0264520251094447,36,296.754,748.69,1483.77,455.9,916.2,2279.5,burst,100,1024,,3,0.5,
ws-erlang-yaws-27,burst_100_65536_3_0.5,8,300,102,198,130.1617455482483,2.3048246528685046,147.5087777835843,34670.73931706852,9009.376752997923,62922.50506700657,545.2523379268607,4.189036768293391,593,617.4466666666667,801.01,40751.48,18246.065393939396,30638.08,1204240.316,burst,100,65536,,3,0.5,
