Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
st-elixir-pure-1-19-5,static,8,100,100,0,1.9374005794525146,51.61555181750733,0.012739833864896499,0.00657573555,4,0.7150000000000001,2.2,1.4300000000000002,67.9625,68.12,135.925,100
st-elixir-pure-1-19-5,static,8,1000,1000,0,4.455078363418579,224.4629428319765,0.3842384214376137,0.08624728682499999,4,1.294,5.95,3.2350000000000003,64.872,64.97,162.18,100
st-elixir-pure-1-19-5,static,8,5000,5000,0,4.494044542312622,1112.5835431588791,4.388607176276584,0.9765384243428571,7,19.535999999999998,53.54,48.839999999999996,67.326,67.77,168.315,100
st-elixir-pure-1-19-5,static,8,8000,8000,0,5.550188779830933,1441.392413366468,8.065874514350748,1.453261291518889,9,25.046666666666667,70.14,75.14,67.655,67.94,202.965,100
st-elixir-pure-1-19-5,static,8,10000,10000,0,8.579546451568604,1165.562778458026,7.095459169038507,0.8270203103499999,20,37.24857142857143,77.19,130.37,67.25857142857143,67.54,235.405,100
st-elixir-pure-1-19-5,static,8,15000,15000,0,11.81693410873413,1269.3647829442666,14.723570264861875,1.2459721048947368,19,47.10888888888889,79.36,211.99,68.39666666666666,70.01,307.78499999999997,100
st-elixir-pure-1-19-5,static,8,20000,20000,0,15.791804790496826,1266.4796877451004,18.126338477548117,1.147831974750357,28,52.16272727272727,82.74,286.895,67.39363636363636,68.78,370.665,100
st-elixir-pure-1-19-5,static,8,30000,30000,0,23.42413854598999,1280.7301297804072,25.425419836344414,1.0854367082240908,44,58.74285714285714,74.66,411.2,69.07071428571429,70.84,483.495,100
st-elixir-pure-1-19-5,static,8,40000,40000,0,31.37475275993347,1274.9104449065567,32.79891460974526,1.0453919704390624,64,64.11333333333333,82.12,577.02,71.71777777777778,74.11,645.46,100
st-elixir-pure-1-19-5,static,8,50000,50000,0,39.886794090270996,1253.5477252656856,39.86346034868225,0.9994150008261898,84,63.46260869565218,83.87,729.82,71.36739130434783,73.07,820.725,100
st-elixir-pure-1-19-5,static,8,60000,59996,4,47.17884874343872,1271.7563399285862,51.92655618981478,1.100632117417582,91,65.6376923076923,81.68,853.29,67.71269230769231,69.94,880.265,100
st-elixir-pure-1-19-5,static,8,70000,70000,0,55.34516668319702,1264.7897584388743,63.99571910659719,1.1563018587136447,107,71.67966666666666,86.26,1075.195,68.58533333333334,70.87,1028.78,100
st-elixir-pure-1-19-5,static,8,80000,80000,0,64.05528616905212,1248.9211239938454,66.17270902013841,1.0330561765893618,141,71.89714285714285,85.23,1258.2,66.25457142857142,68.29,1159.455,100
