Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
st-gleam-index-1-15-2,static,8,100,100,0,0.20810675621032715,480.5226020578258,0.0013100965128467416,0.006295309853,10,0.9199999999999999,1.74,1.38,56.080000000000005,57.8,84.12,100
st-gleam-index-1-15-2,static,8,1000,1000,0,0.9918515682220459,1008.2153741941052,0.30865283021620427,0.31118852871249997,8,0.9633333333333334,1.85,1.445,69.91666666666667,78.15,104.875,100
st-gleam-index-1-15-2,static,8,5000,5000,0,4.310965299606323,1159.8330426033815,4.613814868656183,1.0702509874244444,18,77.436,218.09,193.59,73.30199999999999,82.06,183.255,100
st-gleam-index-1-15-2,static,8,8000,8000,0,6.5244667530059814,1226.1538456478768,8.66196562864272,1.3276128083037502,24,94.28500000000001,201.22,282.855,71.675,79.77,215.025,100
st-gleam-index-1-15-2,static,8,10000,10000,0,8.21766448020935,1216.890763073019,11.209081492668718,1.364022773096129,31,107.83857142857143,216.04,377.435,74.81142857142858,78.93,261.84000000000003,100
st-gleam-index-1-15-2,static,8,15000,15000,0,13.254573345184326,1131.684861470839,23.967512465328344,1.8082447349417143,35,133.18222222222224,228.9,599.32,79.1711111111111,84.78,356.27,100
st-gleam-index-1-15-2,static,8,20000,20000,0,18.761345386505127,1066.021630537532,32.72896769740016,1.7444893755296367,55,131.17333333333335,209.87,787.0400000000001,77.83333333333333,84.54,467.0,100
st-gleam-index-1-15-2,static,8,30000,28231,1769,33.06817984580994,907.2165489568455,55.926233857938534,1.6912401625584161,101,139.8121052631579,233.95,1328.215,77.15894736842105,83.96,733.01,100
st-gleam-index-1-15-2,static,8,40000,28232,11768,59.680898666381836,670.2311944664457,107.08523958496423,1.794296700918902,82,72.56181818181818,213.91,1197.27,79.01636363636364,87.41,1303.77,100
st-gleam-index-1-15-2,static,8,50000,37367,12633,70.5214729309082,709.0039093339182,119.343527910054,1.692300556838597,114,85.89,241.71,1631.91,80.91684210526316,84.96,1537.42,100
st-gleam-index-1-15-2,static,8,60000,47357,12643,81.1006178855896,739.8217370506758,124.18107003765371,1.5311975824011432,175,97.97162790697674,216.37,2106.39,75.22697674418605,93.89,1617.38,100
st-gleam-index-1-15-2,static,8,70000,56463,13537,95.77812695503235,730.8558041948854,166.85897823470248,1.742140753212291,179,101.36319999999999,247.42,2534.08,80.80980000000001,90.52,2020.2450000000001,100
st-gleam-index-1-15-2,static,8,80000,56980,23020,123.29022288322449,648.8754592955255,196.2273453233795,1.5915888602881196,202,76.32875,226.98,2442.52,78.71968749999999,89.41,2519.0299999999997,100
