Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
dy-elixir-phoenix-1-8-5,dynamic,8,100,100,0,0.18563008308410645,538.7057870070088,0.0013542906781331978,0.0072956422560000005,10,0.66,1.02,0.99,70.43333333333332,70.82,105.64999999999999,100
dy-elixir-phoenix-1-8-5,dynamic,8,1000,1000,0,0.8269491195678711,1209.2642417015427,0.18252392295723602,0.2207196532872728,11,1.0066666666666666,1.54,1.51,72.06333333333333,73.04,108.095,100
dy-elixir-phoenix-1-8-5,dynamic,8,5000,5000,0,4.1247031688690186,1212.2084415036793,2.7353583941185566,0.6631649071776925,26,58.598,155.59,146.495,72.93199999999999,74.21,182.32999999999998,100
dy-elixir-phoenix-1-8-5,dynamic,8,8000,8000,0,6.7720770835876465,1181.3214618286413,6.8475958946339155,1.0111514990325925,27,74.02666666666667,173.8,222.08,73.65166666666667,74.98,220.955,100
dy-elixir-phoenix-1-8-5,dynamic,8,10000,10000,0,9.584542036056519,1043.3466682477422,16.48694830331427,1.720160258183571,28,97.1775,178.66,388.71,75.98,76.88,303.92,100
dy-elixir-phoenix-1-8-5,dynamic,8,15000,15000,0,13.397054672241211,1119.6490845917128,17.365105763802724,1.2961883181519998,50,115.5488888888889,178.67,519.97,78.89666666666668,80.03,355.035,100
dy-elixir-phoenix-1-8-5,dynamic,8,20000,20000,0,19.099583387374878,1047.1432593247198,32.040838273376785,1.6775673910539997,50,114.28083333333335,164.6,685.6850000000001,77.32333333333334,79.68,463.94,100
dy-elixir-phoenix-1-8-5,dynamic,8,30000,28231,1769,33.24888372421265,902.2859308251985,54.831318740519485,1.6491175822720925,86,107.87052631578948,166.63,1024.77,73.97999999999999,76.96,702.81,100
dy-elixir-phoenix-1-8-5,dynamic,8,40000,28232,11768,60.24421525001526,663.9641637624264,96.51874378656186,1.602124675141111,90,63.75030303030304,184.08,1051.88,73.22333333333333,77.23,1208.185,100
dy-elixir-phoenix-1-8-5,dynamic,8,50000,37312,12688,70.53745222091675,708.8432942460786,108.40376532500048,1.5368256424330433,115,70.82578947368421,165.67,1345.69,75.09526315789473,78.6,1426.81,100
dy-elixir-phoenix-1-8-5,dynamic,8,60000,47622,12378,81.6834454536438,734.5429623686799,119.86752065486418,1.4674640618935477,155,78.80674418604652,166.01,1694.345,72.63604651162791,76.38,1561.675,100
dy-elixir-phoenix-1-8-5,dynamic,8,70000,56463,13537,95.33016753196716,734.290118356572,161.56203645354867,1.694762955277215,158,85.84639999999999,203.75,2146.16,77.2892,80.45,1932.23,100
dy-elixir-phoenix-1-8-5,dynamic,8,80000,57235,22765,123.71883845329285,646.6274740382576,195.04668201402362,1.5765317913783916,199,73.4303125,191.66,2349.77,74.94703125000001,78.91,2398.3050000000003,100
