Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
dy-gleam-mist-1-15-2,dynamic,8,100,100,0,0.17670559883117676,565.9130251755026,0.0013998649358193985,0.007922018006666667,9,0.6233333333333334,0.9,0.935,55.64666666666667,57.17,83.47,100
dy-gleam-mist-1-15-2,dynamic,8,1000,1000,0,0.8164091110229492,1224.8760903060158,0.1220950597563195,0.14955131944,13,0.8866666666666667,1.03,1.33,62.60666666666666,70.19,93.91,100
dy-gleam-mist-1-15-2,dynamic,8,5000,5000,0,4.0173139572143555,1244.612707209732,4.176081569048258,1.0395208374363636,11,44.898,114.77,112.245,67.574,74.29,168.935,100
dy-gleam-mist-1-15-2,dynamic,8,8000,8000,0,6.605213165283203,1211.1645453091132,6.8559998375784,1.0379679907399997,24,67.38666666666667,164.72,202.16,71.14999999999999,77.74,213.45,100
dy-gleam-mist-1-15-2,dynamic,8,10000,10000,0,8.307194948196411,1203.7757705651431,7.941376455042972,0.955963656151724,29,66.24285714285715,130.76,231.85,67.14285714285714,73.59,235.0,100
dy-gleam-mist-1-15-2,dynamic,8,15000,15000,0,13.076504707336426,1147.0955225202051,12.948840923582678,0.9902371630178725,47,86.43222222222222,158.91,388.945,70.44111111111111,73.79,316.985,100
dy-gleam-mist-1-15-2,dynamic,8,20000,20000,0,18.691996335983276,1069.9766702553186,30.613907986599685,1.6378083665502317,43,94.70333333333333,151.35,568.22,72.58416666666666,82.81,435.505,100
dy-gleam-mist-1-15-2,dynamic,8,30000,28231,1769,32.34446144104004,927.5158300188828,45.6674887897228,1.4119106256559257,81,89.51210526315789,138.9,850.365,70.08894736842106,74.63,665.845,100
dy-gleam-mist-1-15-2,dynamic,8,40000,28232,11768,58.2595956325531,686.5821769907654,87.45588379256404,1.5011412771237505,80,53.2209375,172.78,851.535,74.9184375,80.93,1198.695,100
dy-gleam-mist-1-15-2,dynamic,8,50000,37029,12971,70.08869051933289,713.381854183854,108.33450401763898,1.5456773869638294,94,61.75236842105264,160.53,1173.295,71.58131578947369,81.66,1360.045,100
dy-gleam-mist-1-15-2,dynamic,8,60000,47232,12768,80.70203256607056,743.4756980981631,117.55510549878748,1.456656068761904,126,65.06162790697675,156.96,1398.825,72.02302325581395,79.5,1548.495,100
dy-gleam-mist-1-15-2,dynamic,8,70000,56463,13537,93.98327040672302,744.81340878081,142.26754674675428,1.5137539493047614,147,65.818,144.12,1645.45,73.3104,79.75,1832.76,100
dy-gleam-mist-1-15-2,dynamic,8,80000,56591,23409,122.20170378684998,654.6553568478865,191.6587224963393,1.5683801171106382,141,51.5734375,154.36,1650.35,72.30234375,77.23,2313.675,100
