Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
dy-erlang-pure-26,dynamic,8,100,100,0,0.0972282886505127,1028.5072522406542,0.0006088463080538511,0.006262028433333333,3,0.75,1.49,1.5,36.87,37.02,110.61
dy-erlang-pure-26,dynamic,8,1000,1000,0,1.2252979278564453,816.1280430380023,0.3013056598136644,0.24590399849999997,4,1.0,1.01,2.0,38.903333333333336,39.89,116.71000000000001
dy-erlang-pure-26,dynamic,8,5000,5000,0,3.2429347038269043,1541.81334397502,3.3007535867867692,1.01782918505625,16,59.21,142.62,177.63,41.2025,43.02,164.81
dy-erlang-pure-26,dynamic,8,8000,8000,0,5.686362981796265,1406.87466234751,8.326219415544742,1.4642433911094739,19,78.428,147.86,392.14,46.00666666666666,53.25,276.03999999999996
dy-erlang-pure-26,dynamic,8,10000,10000,0,7.244355916976929,1380.384966531711,11.682989959532197,1.6127023704279166,24,83.11999999999999,158.64,498.71999999999997,43.373333333333335,46.31,260.24
dy-erlang-pure-26,dynamic,8,15000,15000,0,10.916608572006226,1374.0531137541134,20.62102114984108,1.888958554648571,35,103.33,201.17,826.64,49.765,57.23,398.12
dy-erlang-pure-26,dynamic,8,20000,20000,0,15.244834899902344,1311.9197506119347,29.2806549036061,1.9206934739446517,43,117.179,187.25,1171.79,56.529999999999994,66.84,565.3
dy-erlang-pure-26,dynamic,8,30000,30000,0,24.447725534439087,1227.1080169703116,51.14330942936654,2.0919455005056338,71,150.71,231.69,2260.65,56.226,69.0,843.39
dy-erlang-pure-26,dynamic,8,40000,40000,0,34.98700499534607,1143.2816271447286,91.33347113836277,2.610496987396087,92,172.28,267.34,3445.6,63.922000000000004,93.1,1278.44
dy-erlang-pure-26,dynamic,8,50000,50000,0,43.63203191757202,1145.9470898457835,90.00119489813154,2.0627321475231404,121,143.4708,211.96,3586.77,84.51360000000001,164.0,2112.84
dy-erlang-pure-26,dynamic,8,60000,59998,2,55.3510468006134,1083.9903392637386,140.18971069069536,2.5327382008815373,130,162.462,246.51,4873.86,107.07133333333333,206.4,3212.14
dy-erlang-pure-26,dynamic,8,70000,70000,0,70.3996741771698,994.3227837082886,161.1668737851372,2.289312779765715,175,154.97842105263157,251.76,5889.18,136.4715789473684,318.1,5185.92
dy-erlang-pure-26,dynamic,8,80000,79999,1,87.20587635040283,917.3693717445276,192.3399926949794,2.2055852282492534,201,152.16555555555556,235.86,6847.45,138.2015217391304,322.2,6357.2699999999995
