Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
dy-erlang-index-26,dynamic,8,100,100,0,0.09225845336914062,1083.9115154021088,0.0008947954166168213,0.00969879056,5,1.075,1.99,2.15,36.85,37.01,110.55000000000001
dy-erlang-index-26,dynamic,8,1000,1000,0,0.6778545379638672,1475.2427607902282,0.13723419430797135,0.20245375168571428,7,1.25,2.35,2.5,37.46,37.79,112.38
dy-erlang-index-26,dynamic,8,5000,5000,0,3.2683331966400146,1529.8317824939675,6.122224258679413,1.873194650096667,12,70.90333333333334,167.58,212.71,41.2075,42.67,164.83
dy-erlang-index-26,dynamic,8,8000,8000,0,5.696728467941284,1404.3147826020722,6.918735849659941,1.2145103788245455,22,65.098,139.13,325.49,48.865,53.1,293.19
dy-erlang-index-26,dynamic,8,10000,10000,0,7.288195610046387,1372.0817243455344,11.794759229537895,1.618337358190476,21,73.72333333333334,144.99,442.34000000000003,42.67666666666667,45.43,256.06
dy-erlang-index-26,dynamic,8,15000,15000,0,11.581196069717407,1295.2030092316722,17.46047574101433,1.5076573814918914,37,88.3411111111111,160.47,795.0699999999999,54.60444444444445,62.11,491.44
dy-erlang-index-26,dynamic,8,20000,20000,0,15.576709032058716,1283.9682604867066,30.894651687585753,1.9833876092826086,46,116.17909090909092,188.56,1277.97,54.63818181818181,63.25,601.02
dy-erlang-index-26,dynamic,8,30000,30000,0,24.0325710773468,1248.3058888475782,52.066200886754885,2.1664848392285707,70,154.10133333333334,245.55,2311.52,59.99333333333333,80.66,899.9
dy-erlang-index-26,dynamic,8,40000,40000,0,33.69547963142395,1187.1028528911795,79.45810069192775,2.358123450417551,98,165.2225,257.81,3304.45,71.5245,104.1,1430.49
dy-erlang-index-26,dynamic,8,50000,49997,3,43.638895750045776,1145.7668472270532,110.27453191307866,2.526978055189744,117,170.2796,248.49,4256.99,85.79799999999999,150.6,2144.95
dy-erlang-index-26,dynamic,8,60000,60000,0,55.409193992614746,1082.8527844674504,158.09986666611326,2.8533146807222227,135,182.656,288.53,5479.68,108.998,219.4,3269.94
dy-erlang-index-26,dynamic,8,70000,70000,0,70.04113435745239,999.4127114326495,178.94248272387105,2.5548198835650573,170,162.45368421052632,250.5,6173.24,134.9657894736842,286.9,5128.7
dy-erlang-index-26,dynamic,8,80000,79998,2,87.13914513587952,918.0718938113615,187.75206174031837,2.154623636111522,243,168.6,261.72,7755.6,138.78608695652173,318.4,6384.16
