Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
dy-elixir-pure-1-19-5,dynamic,8,100,100,0,1.0820574760437012,92.41653259088179,0.006437457707201385,0.0059492752,3,0.37333333333333335,0.76,0.56,65.66666666666667,65.68,98.5,100
dy-elixir-pure-1-19-5,dynamic,8,1000,1000,0,3.0157721042633057,331.59004242606073,0.35929376516153744,0.1191382348333333,6,1.7675,6.44,3.535,68.9425,69.03,137.885,100
dy-elixir-pure-1-19-5,dynamic,8,5000,4990,10,5.276594638824463,947.5808437530302,4.379020378329406,0.8298951649818183,11,18.152,75.42,45.38,68.648,69.09,171.62,100
dy-elixir-pure-1-19-5,dynamic,8,8000,8000,0,7.491084098815918,1067.9362151687128,4.097912537253828,0.5470386506409088,22,34.675,74.64,104.02499999999999,67.26833333333333,68.15,201.805,100
dy-elixir-pure-1-19-5,dynamic,8,10000,10000,0,7.624166965484619,1311.618704741255,6.829761586428809,0.8958043045683333,18,39.277142857142856,77.86,137.47,71.44285714285714,71.89,250.04999999999998,100
dy-elixir-pure-1-19-5,dynamic,8,15000,15000,0,11.982130765914917,1251.8641544682432,9.468097889754441,0.7901848239453333,30,47.596666666666664,78.27,214.185,69.55555555555556,70.17,313.0,100
dy-elixir-pure-1-19-5,dynamic,8,20000,20000,0,16.093262195587158,1242.7561147598828,15.318655719272227,0.9518676532513507,37,57.81727272727273,88.1,317.995,66.39363636363636,67.79,365.165,100
dy-elixir-pure-1-19-5,dynamic,8,30000,30000,0,24.17006778717041,1241.2046281444086,24.15457282002725,0.9993589191689655,58,67.19333333333333,94.41,503.95,68.13266666666667,69.34,510.995,100
dy-elixir-pure-1-19-5,dynamic,8,40000,40000,0,32.322943449020386,1237.5110596931816,36.98407695162244,1.1442051065044114,68,73.24684210526316,95.59,695.845,70.15894736842105,71.75,666.51,100
dy-elixir-pure-1-19-5,dynamic,8,50000,50000,0,40.14242243766785,1245.5650895916597,40.74485619128253,1.0150074090458823,85,63.92130434782609,88.98,735.095,68.95826086956522,70.96,793.02,100
dy-elixir-pure-1-19-5,dynamic,8,60000,60000,0,48.58903479576111,1234.846509139432,71.974561895434,1.4812922750569442,72,70.32111111111111,89.88,949.335,68.08,69.93,919.08,100
dy-elixir-pure-1-19-5,dynamic,8,70000,70000,0,55.98084211349487,1250.4277777401571,64.65470608068267,1.154943434927301,126,78.39322580645161,103.21,1215.095,67.80903225806452,69.91,1051.04,100
dy-elixir-pure-1-19-5,dynamic,8,80000,80000,0,64.52207708358765,1239.8856889923254,79.72810654824075,1.2356717289952377,126,74.16885714285714,92.54,1297.955,66.89,69.12,1170.575,100
