Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
st-erlang-yaws-28-4-3,static,8,100,100,0,0.17704153060913086,564.8392196787895,0.0018646201254679206,0.010532105766666668,6,0.6566666666666666,1.21,0.985,78.65333333333332,78.75,117.97999999999999,100
st-erlang-yaws-28-4-3,static,8,1000,1000,0,0.7767741680145264,1287.3754576005663,0.12861441595095394,0.1655750425888889,9,0.98,1.97,1.47,71.2,72.63,106.8,100
st-erlang-yaws-28-4-3,static,8,5000,5000,0,4.379605770111084,1141.6552681802636,3.2244717075447435,0.7362470224033334,21,60.71,153.53,151.775,71.47,73.75,178.675,100
st-erlang-yaws-28-4-3,static,8,8000,8000,0,6.5202484130859375,1226.9471181411197,7.461484237639086,1.1443558228033333,30,84.145,177.56,252.435,71.47166666666668,73.68,214.41500000000002,100
st-erlang-yaws-28-4-3,static,8,10000,10000,0,8.144589900970459,1227.808904019644,12.35745945651367,1.5172598751769235,26,91.49285714285713,162.04,320.22499999999997,68.54857142857144,69.01,239.92000000000002,100
st-erlang-yaws-28-4-3,static,8,15000,15000,0,12.988074779510498,1154.905577204055,18.222761742230595,1.4030379445441863,43,107.27555555555556,172.81,482.74,74.24777777777778,77.71,334.115,100
st-erlang-yaws-28-4-3,static,8,20000,20000,0,18.608041763305664,1074.8041225616348,29.150955453273664,1.5665783548894552,55,114.52416666666666,180.86,687.145,71.18083333333333,74.14,427.085,100
st-erlang-yaws-28-4-3,static,8,30000,28231,1769,32.55955195426941,921.3886002527198,62.589353660805656,1.9223038986750725,69,103.09315789473685,165.63,979.385,74.70263157894736,76.37,709.675,100
st-erlang-yaws-28-4-3,static,8,40000,28232,11768,59.38037586212158,673.623220116998,114.23670204834863,1.9238123772338667,75,68.1459375,194.02,1090.335,73.3553125,74.55,1173.685,100
st-erlang-yaws-28-4-3,static,8,50000,37214,12786,70.56110882759094,708.6056445367097,121.47349325657102,1.7215360596639635,111,78.55394736842106,219.16,1492.525,75.31184210526315,79.09,1430.925,100
st-erlang-yaws-28-4-3,static,8,60000,47083,12917,80.99631595611572,740.7744326607194,144.0194291666113,1.7780985155502858,140,89.06767441860465,214.54,1914.955,76.61488372093024,79.11,1647.22,100
st-erlang-yaws-28-4-3,static,8,70000,56463,13537,96.30196142196655,726.8803144442803,161.48988964316072,1.6769117394770399,196,103.92529411764707,256.59,2650.0950000000003,69.29882352941176,72.52,1767.12,100
st-erlang-yaws-28-4-3,static,8,80000,56985,23015,123.27480673789978,648.9566044917163,201.8047486202265,1.6370315554360821,194,82.11234375,234.12,2627.595,75.74328125,81.97,2423.785,100
