Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-gleam-mist-1-0,static,8,100,100,0,0.10425806045532227,959.1584532003933,0.0004065915886259629,0.003899857592307692,13,0.6633333333333333,1.06,1.99,77.26,77.49,231.78
st-gleam-mist-1-0,static,8,1000,1000,0,0.7437644004821777,1344.5117826985352,0.04388146434864844,0.05899914585882352,17,1.0466666666666666,1.4,3.1399999999999997,51.129999999999995,51.72,153.39
st-gleam-mist-1-0,static,8,5000,5000,0,3.4809815883636475,1436.376456777072,2.3059573931401216,0.6624445819675002,20,34.4775,90.06,137.91,56.3375,59.61,225.35
st-gleam-mist-1-0,static,8,8000,8000,0,5.275162220001221,1516.5410401347144,4.506150803806569,0.8542203283760866,23,45.546,109.65,227.73,61.06,66.28,305.3
st-gleam-mist-1-0,static,8,10000,10000,0,6.690598726272583,1494.6345475378891,6.117014880798741,0.9142701768645162,31,53.571666666666665,115.84,321.43,58.675000000000004,63.39,352.05
st-gleam-mist-1-0,static,8,15000,15000,0,10.81093144416809,1387.4845176353128,12.82652190735304,1.1864400374375004,32,58.9375,97.85,471.5,58.81875,62.66,470.55
st-gleam-mist-1-0,static,8,20000,20000,0,15.6678946018219,1276.4956944294452,23.673457023598285,1.510953298144186,43,70.92909090909092,110.33,780.22,59.91181818181818,64.69,659.03
st-gleam-mist-1-0,static,8,30000,28231,1769,29.64937734603882,1011.8256329591362,40.9232642406009,1.3802402580999997,65,65.40777777777777,110.86,1177.34,59.32833333333334,69.1,1067.91
st-gleam-mist-1-0,static,8,40000,28232,11768,57.455403089523315,696.1921394524824,73.73828250380421,1.283400316396875,64,38.923870967741934,107.65,1206.6399999999999,57.77258064516129,64.59,1790.95
st-gleam-mist-1-0,static,8,50000,36414,13586,68.93155264854431,725.3572287125306,83.79618138258127,1.215643318087234,94,45.45864864864865,117.16,1681.97,58.71378378378378,67.04,2172.41
st-gleam-mist-1-0,static,8,60000,46348,13652,78.35557556152344,765.7400200307258,92.47765963842609,1.1802307490653838,117,47.66738095238095,111.27,2002.03,57.9497619047619,65.83,2433.89
st-gleam-mist-1-0,static,8,70000,56100,13900,88.98944973945618,786.6101004663632,101.96200642268384,1.1457763445128473,144,52.579148936170206,108.19,2471.22,60.54680851063829,68.86,2845.7
st-gleam-mist-1-0,static,8,80000,56464,23536,118.57707381248474,674.6666739854813,155.4186565530017,1.3106973511488187,127,43.51903225806451,116.05,2698.18,57.24306451612903,63.68,3549.07
