Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-erlang-cowboy-27,static,8,100,100,0,0.10171961784362793,983.0945310247678,0.0005300088603451632,0.005210488119999999,5,0.36000000000000004,1.06,1.08,94.87333333333333,94.89,284.62
st-erlang-cowboy-27,static,8,1000,1000,0,0.8171777725219727,1223.7239357524395,0.14807860731424946,0.18120733614333331,6,0.5533333333333333,1.47,1.66,83.94333333333333,84.02,251.82999999999998
st-erlang-cowboy-27,static,8,5000,5000,0,3.255587100982666,1535.8212957935607,2.729042898739784,0.83826444020375,16,32.0425,102.35,128.17,83.39,84.16,333.56
st-erlang-cowboy-27,static,8,8000,8000,0,5.41175389289856,1478.2638232122497,6.956339398149176,1.28541310928375,16,46.053999999999995,95.1,230.26999999999998,82.994,83.63,414.96999999999997
st-erlang-cowboy-27,static,8,10000,10000,0,7.897171974182129,1266.276083728777,7.792860144429678,0.9867912424734484,29,50.69,98.94,354.83,87.81714285714285,88.48,614.72
st-erlang-cowboy-27,static,8,15000,15000,0,11.61783766746521,1291.118057365034,12.406681027030054,1.0678993270644446,36,60.42111111111111,104.75,543.79,84.30777777777777,85.43,758.77
st-erlang-cowboy-27,static,8,20000,20000,0,16.578494548797607,1206.382156180191,16.697332146319162,1.0071681778566663,51,62.811818181818175,94.07,690.93,83.75363636363636,85.52,921.29
st-erlang-cowboy-27,static,8,30000,28231,1769,30.64292860031128,979.0186960033334,39.99901650954828,1.3053261661531252,64,65.58444444444444,109.12,1180.52,86.60277777777777,88.07,1558.85
st-erlang-cowboy-27,static,8,40000,28232,11768,57.567004442214966,694.8424776931288,71.3963953371592,1.2402312058607463,67,38.42354838709678,110.24,1191.13,84.18096774193549,85.9,2609.61
st-erlang-cowboy-27,static,8,50000,36200,13800,68.60047698020935,728.8579059650646,100.39449244850033,1.4634663907287886,66,40.54,110.63,1499.98,85.4691891891892,87.19,3162.36
st-erlang-cowboy-27,static,8,60000,46356,13644,78.21378755569458,767.1281736263586,110.51441263338347,1.412978658713954,86,44.11,112.48,1852.62,86.52357142857143,88.3,3633.99
st-erlang-cowboy-27,static,8,70000,56463,13537,89.76037335395813,779.8541537250996,115.90433020788187,1.2912639049620316,128,52.02319148936171,113.82,2445.09,85.03914893617022,86.79,3996.84
st-erlang-cowboy-27,static,8,80000,56464,23536,118.21121335029602,676.7547488319531,146.87779121018022,1.2425030337429694,128,38.1685,101.94,2290.11,86.21274193548386,88.3,5345.19
