Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-elixir-cowboy-1-16,static,8,100,100,0,0.10722780227661133,932.5939530312666,0.0006061657371491097,0.00565306501,10,1.1233333333333333,3.03,3.3699999999999997,66.11333333333333,66.23,198.34
st-elixir-cowboy-1-16,static,8,1000,1000,0,0.8061261177062988,1240.5006834976864,0.06448329041984696,0.07999156583999996,16,1.1366666666666667,2.44,3.41,69.89999999999999,70.17,209.7
st-elixir-cowboy-1-16,static,8,5000,5000,0,3.9126179218292236,1277.9167554552334,3.4192313247431505,0.8738986001333333,15,52.495999999999995,146.98,262.47999999999996,71.53399999999999,72.16,357.66999999999996
st-elixir-cowboy-1-16,static,8,8000,8000,0,6.086171388626099,1314.4552608147849,6.754985335207695,1.1098907513238097,21,63.36833333333334,136.22,380.21000000000004,67.04833333333333,67.83,402.29
st-elixir-cowboy-1-16,static,8,10000,10000,0,8.544953107833862,1170.2814367503288,10.490956308508851,1.2277371421606664,30,72.48428571428572,143.29,507.39,70.15142857142857,70.98,491.06
st-elixir-cowboy-1-16,static,8,15000,15000,0,12.338298559188843,1215.7267817797194,12.359426151812817,1.0017123586791665,48,87.61777777777777,149.44,788.56,68.71666666666667,70.54,618.45
st-elixir-cowboy-1-16,static,8,20000,20000,0,17.534297227859497,1140.6217049989807,24.8681591176121,1.4182581026458332,48,90.14727272727272,136.39,991.62,66.04272727272728,68.98,726.47
st-elixir-cowboy-1-16,static,8,30000,28231,1769,31.57596516609192,950.0897230598582,40.730372048268364,1.2899169299821427,84,86.18777777777778,133.49,1551.38,70.64888888888889,73.74,1271.68
st-elixir-cowboy-1-16,static,8,40000,28232,11768,58.89751100540161,679.1458470347162,86.01600682899397,1.460435345410526,76,48.6409375,140.33,1556.51,68.0834375,71.44,2178.67
st-elixir-cowboy-1-16,static,8,50000,36783,13217,69.40654158592224,720.3931914415042,98.23845626571553,1.4154063006309088,99,52.46648648648649,137.55,1941.26,63.11783783783784,66.64,2335.36
st-elixir-cowboy-1-16,static,8,60000,46719,13281,79.03449964523315,759.1621414613309,104.45789153799413,1.3216746105419843,131,60.8102380952381,146.06,2554.03,67.44428571428571,68.14,2832.66
st-elixir-cowboy-1-16,static,8,70000,56463,13537,93.36892437934875,749.7141095424521,113.93689467337794,1.220287107629767,172,71.41714285714286,141.98,3499.44,70.29428571428572,74.15,3444.42
st-elixir-cowboy-1-16,static,8,80000,56464,23536,121.26784062385559,659.6967472039124,164.05153481905077,1.3528032986742147,159,52.93412698412698,147.24,3334.85,71.39714285714285,74.88,4498.0199999999995
