Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-erlang-pure-23,static,8,100,100,0,0.09588837623596191,1042.8792719768267,0.0008318446317909717,0.00867513524,5,0.9099999999999999,1.66,1.8199999999999998,23.929999999999996,23.96,71.78999999999999
st-erlang-pure-23,static,8,1000,1000,0,1.1727969646453857,852.66250693475,0.3674123022615483,0.3132786947249999,4,1.3599999999999999,1.72,2.7199999999999998,27.253333333333334,28.21,81.76
st-erlang-pure-23,static,8,5000,5000,0,3.2984960079193115,1515.8423681567515,5.72262044091724,1.7349181042444444,9,35.655,103.27,142.62,31.3525,35.29,125.41
st-erlang-pure-23,static,8,8000,8000,0,5.101460933685303,1568.1782344299534,10.177262079813808,1.9949701099566666,15,62.21,175.56,311.05,31.878000000000004,36.34,159.39000000000001
st-erlang-pure-23,static,8,10000,10000,0,7.186433553695679,1391.5108134350485,9.851861348571465,1.3708971598999993,26,75.57333333333334,152.79,453.44,33.193333333333335,36.73,199.16
st-erlang-pure-23,static,8,15000,15000,0,11.755165576934814,1276.0347697213197,24.395359091898815,2.0752884280733337,30,95.22,168.52,856.98,40.26111111111111,47.09,362.35
st-erlang-pure-23,static,8,20000,20000,0,15.96773076057434,1252.5261290966696,27.05064050553669,1.6940817020992724,55,119.3490909090909,206.77,1312.84,38.98636363636364,45.88,428.85
st-erlang-pure-23,static,8,30000,30000,0,24.391831398010254,1229.9199478087253,42.36551850866485,1.7368732104355553,72,121.27133333333333,212.72,1819.07,45.108666666666664,59.39,676.63
st-erlang-pure-23,static,8,40000,40000,0,34.059574127197266,1174.4128053573982,94.40741088448499,2.771831806584415,77,155.969,235.85,3119.38,56.572500000000005,101.4,1131.45
st-erlang-pure-23,static,8,50000,50000,0,43.28309202194214,1155.1854930939953,100.7636916602669,2.3280150967307343,109,154.93708333333333,251.45,3718.49,76.95875,149.7,1847.01
st-erlang-pure-23,static,8,60000,59999,1,54.537925004959106,1100.151866697243,131.2872460744245,2.407265147371973,157,180.0883333333333,257.57,5402.65,98.33,210.9,2949.9
st-erlang-pure-23,static,8,70000,69999,1,67.70786571502686,1033.8532940119605,183.34576175416524,2.7078945676096553,145,166.53885714285713,238.13,5828.86,110.01729729729729,234.7,4070.64
st-erlang-pure-23,static,8,80000,79999,1,85.01794219017029,940.9778446654705,231.1801893165111,2.7191929534050754,197,184.52977272727273,235.03,8119.3099999999995,122.90955555555556,235.8,5530.93
