Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-erlang-pure-26,static,8,100,100,0,0.0911870002746582,1096.6475451412675,0.0006559634434847832,0.007193606999999999,3,1.04,1.91,2.08,37.31,37.43,111.93
st-erlang-pure-26,static,8,1000,1000,0,0.6619853973388672,1510.60733970859,0.1064993974653594,0.1608787714857143,7,0.685,1.36,1.37,38.04666666666667,38.49,114.14
st-erlang-pure-26,static,8,5000,5000,0,3.3094570636749268,1510.8218368749103,5.0162004232887645,1.5157170275291667,12,69.76333333333334,165.81,209.29,48.4075,53.86,193.63
st-erlang-pure-26,static,8,8000,8000,0,6.0355589389801025,1325.4779020270576,7.688369947038669,1.2738455584260868,23,70.34666666666668,153.33,422.08000000000004,43.59833333333333,46.39,261.59
st-erlang-pure-26,static,8,10000,10000,0,7.190462827682495,1390.731061358261,11.95261130852257,1.662286781110435,23,79.11333333333333,154.35,474.68,45.663333333333334,48.88,273.98
st-erlang-pure-26,static,8,15000,15000,0,11.295801162719727,1327.9270574897762,17.642047680020177,1.5618234975882352,34,94.895,157.08,759.16,47.55,57.33,380.4
st-erlang-pure-26,static,8,20000,20000,0,15.624369859695435,1280.05162317566,23.215530998944168,1.4858539069041667,48,104.70181818181818,163.42,1151.72,56.79545454545455,63.39,624.75
st-erlang-pure-26,static,8,30000,30000,0,25.440168857574463,1179.2374558499798,50.65948047503668,1.9913185623354663,75,149.47266666666667,234.16,2242.09,55.626,69.39,834.39
st-erlang-pure-26,static,8,40000,40000,0,34.004666328430176,1176.3091457408987,77.66965541476377,2.284088150273268,101,167.421,252.81,3348.42,66.342,113.1,1326.84
st-erlang-pure-26,static,8,50000,49999,1,43.03045320510864,1161.9677757440845,126.18358714061996,2.9324252417039207,102,174.64541666666665,246.03,4191.49,99.64291666666666,230.1,2391.43
st-erlang-pure-26,static,8,60000,60000,0,56.15337657928467,1068.5020858057248,136.86856640991377,2.4374058115038704,155,168.43129032258065,250.68,5221.37,113.67516129032258,253.7,3523.93
st-erlang-pure-26,static,8,70000,69998,2,69.55421257019043,1006.4092082037404,176.16944260858708,2.532836417791463,164,161.3337837837838,255.5,5969.35,127.47216216216216,286.0,4716.47
st-erlang-pure-26,static,8,80000,80000,0,89.14566421508789,897.4076384352074,231.9877344843067,2.602344561868695,230,193.0671739130435,259.64,8881.09,136.4744680851064,274.9,6414.3
