Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-erlang-index-27,static,8,100,100,0,0.09696388244628906,1031.3118398017193,0.0009321707346876106,0.009613587154,5,0.7749999999999999,1.39,1.5499999999999998,56.20666666666667,56.26,168.62
st-erlang-index-27,static,8,1000,1000,0,1.4853086471557617,673.2607407321798,0.30213949617614655,0.20341866100000003,7,1.845,2.19,3.69,50.81333333333333,51.23,152.44
st-erlang-index-27,static,8,5000,5000,0,3.2033259868621826,1560.8776691808844,3.4327212290546396,1.0716115821909094,11,35.72,122.89,142.88,53.7725,56.57,215.09
st-erlang-index-27,static,8,8000,8000,0,6.426971435546875,1244.7542485956724,9.244217026342277,1.4383473023100002,20,65.02833333333334,152.74,390.17,56.63999999999999,58.74,339.84
st-erlang-index-27,static,8,10000,10000,0,7.950948238372803,1257.7116213306583,13.05398767252353,1.6418152000439996,25,84.23166666666667,165.49,505.39,58.06,62.85,406.42
st-erlang-index-27,static,8,15000,15000,0,11.266180753707886,1331.4183686484218,18.05090945807581,1.6022208282194441,36,105.11,190.64,840.88,61.445,70.5,491.56
st-erlang-index-27,static,8,20000,20000,0,16.026504039764404,1247.9327962216023,26.276069330843313,1.6395384336875993,50,121.39363636363636,186.58,1335.33,59.45454545454545,63.27,654.0
st-erlang-index-27,static,8,30000,30000,0,24.422975063323975,1228.3515796996842,46.67981309685962,1.911307405253784,74,135.81933333333333,227.0,2037.29,73.36999999999999,93.36,1100.55
st-erlang-index-27,static,8,40000,40000,0,34.1485435962677,1171.353029661032,73.08949953200054,2.1403401678304355,92,144.83499999999998,254.58,2896.7,80.9995,125.3,1619.99
st-erlang-index-27,static,8,50000,49998,2,43.63516187667847,1145.8648908261143,102.4263475658357,2.3473351114248793,123,161.6528,249.16,4041.32,98.7552,185.5,2468.88
st-erlang-index-27,static,8,60000,59999,1,55.565176486968994,1079.813001477122,150.6478183468189,2.7111912149176463,119,158.2023333333333,254.9,4746.07,129.224,267.2,3876.72
st-erlang-index-27,static,8,70000,69998,2,69.34453010559082,1009.4523662271718,160.8454052579151,2.319511070491011,178,159.32756756756757,260.43,5895.12,136.51,320.2,5050.87
st-erlang-index-27,static,8,80000,79999,1,85.13987684249878,939.6302058081774,218.78701341379298,2.5697360805269844,189,161.43363636363637,249.83,7103.08,144.82844444444444,263.2,6517.28
