Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%*s),Avg Mem (MB),Peak Mem (MB),Total Mem (MB*s),HTTP Max Workers
st-erlang-cowboy-28-4-3,static,8,100,100,0,0.12110710144042969,825.7154106622569,0.0012692154614862442,0.01048010766,5,0.06999999999999999,0.18,0.105,98.16000000000001,98.21,147.24,System default
st-erlang-cowboy-28-4-3,static,8,1000,1000,0,0.8655369281768799,1155.352206758348,0.11936405348368762,0.13790752259999997,9,0.3166666666666667,0.39,0.47500000000000003,90.22666666666667,90.44,135.34,System default
st-erlang-cowboy-28-4-3,static,8,5000,5000,0,3.8058674335479736,1313.7609460397864,2.8057001232057015,0.7372038496333335,15,41.022,116.1,102.55499999999999,90.364,90.88,225.91,System default
st-erlang-cowboy-28-4-3,static,8,8000,8000,0,5.58102011680603,1433.4297014823037,5.966442097633151,1.0690594143652172,23,52.065,128.6,156.195,88.32833333333333,88.82,264.985,System default
st-erlang-cowboy-28-4-3,static,8,10000,10000,0,8.522205114364624,1173.405223859782,8.782300521923082,1.0305197309931033,29,65.42714285714285,138.52,228.995,90.89142857142858,91.84,318.12,System default
st-erlang-cowboy-28-4-3,static,8,15000,15000,0,11.292984008789062,1328.2583228955123,17.782495100458185,1.5746498079354836,31,77.27375,125.48,309.095,91.2175,92.42,364.87,System default
st-erlang-cowboy-28-4-3,static,8,20000,20000,0,17.09445309638977,1169.9701585787416,22.253357190373304,1.3017881920465217,46,81.9590909090909,124.17,450.775,90.77545454545454,92.87,499.265,System default
st-erlang-cowboy-28-4-3,static,8,30000,28231,1769,30.531830072402954,982.5811269373053,40.0009381625115,1.3101388966090004,70,73.34777777777778,120.08,660.13,90.37222222222222,93.02,813.35,System default
st-erlang-cowboy-28-4-3,static,8,40000,28232,11768,57.27587676048279,698.3742940727501,73.03623231393594,1.27516567959946,74,42.51225806451613,129.58,658.94,87.83290322580646,91.21,1361.41,System default
st-erlang-cowboy-28-4-3,static,8,50000,36484,13516,68.87201499938965,725.9842767841642,99.72796543917035,1.448018697290244,82,47.29,127.31,874.865,86.35405405405405,90.02,1597.55,System default
st-erlang-cowboy-28-4-3,static,8,60000,46623,13377,78.64563226699829,762.9158577593066,105.11262467091973,1.3365348035357796,109,55.46357142857143,119.23,1164.735,84.96119047619047,88.37,1784.185,System default
st-erlang-cowboy-28-4-3,static,8,70000,56463,13537,90.38974475860596,774.4241361333785,129.64622355109736,1.4343023525216207,111,58.90958333333333,127.43,1413.83,88.219375,91.52,2117.265,System default
st-erlang-cowboy-28-4-3,static,8,80000,56464,23536,118.43428444862366,675.4800805564346,160.46698358389986,1.3549031374737595,141,47.43935483870968,146.75,1470.6200000000001,89.69112903225806,91.69,2780.4249999999997,System default
